journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Lupus,0961-2033,1477-0962,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Contemporary Ethnography,0891-2416,1552-5414,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Diabetes Science and Technology,1932-2968,1932-2968,Clinical Medicine,Biology & Life Sciences,SAGE,Hybrid,,,,,
European Journal of Personality,0890-2070,1099-0984,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
Compensation & Benefits Review,0886-3687,1552-3837,Business & Management,Business & Management,SAGE,Hybrid,,,,,
"Science, Technology and Society",0971-7218,0973-0796,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Culture & Psychology,1354-067X,1461-7056,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
The American Economist,0569-4345,2328-1235,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
International Shipbuilding Progress,0020-868X,1566-2829,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
American Journal of Hospice and Palliative Medicine®,1049-9091,1938-2715,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
American Journal of Health Promotion,0890-1171,2168-6602,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Jindal Management Journal,3049-7876,3049-7884,Business & Management,Business & Management,SAGE,Hybrid,,,,,
International Journal of Comparative Sociology,0020-7152,1745-2554,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Millennial Asia,0976-3996,2321-7081,Economics & Development Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
International Journal of Sport Finance,1558-6235,1930-0076,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Anglican Theological Review,0003-3286,2163-6214,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
European Labour Law Journal,2031-9525,2399-5556,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Pediatric Surgical Nursing,2332-0249,2332-0249,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Sport and Social Issues,0193-7235,1552-7638,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
NeuroRehabilitation,1053-8135,1878-6448,Clinical Medicine,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Foot & Ankle Specialist,1938-6400,1938-7636,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
The International Journal of Entrepreneurship and Innovation,1465-7503,2043-6882,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Hispanic Journal of Behavioral Sciences,0739-9863,1552-6364,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Australian Journal of Education,0004-9441,2050-5884,Education,Education,SAGE,Hybrid,,,,,
Journal of Orthodontics,1465-3125,1465-3133,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Restorative Neurology and Neuroscience,0922-6028,1878-3627,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
"Transactions in Earth, Environment, and Sustainability",2754-124X,2754-124X,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Television & New Media,1527-4764,1552-8316,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Perioperative Practice,1750-4589,2515-7949,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Hispanic Health Care International,1540-4153,1938-8993,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Urban Affairs Review,1078-0874,1552-8332,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Pastoral Care & Counseling,1542-3050,2167-776X,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Vascular and Endovascular Surgery,1538-5744,1938-9116,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Risk and Decision Analysis,1569-7371,1875-9173,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Librarianship and Information Science,0961-0006,1741-6477,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
Transactions in Planning and Urban Research,2754-1223,2754-1223,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Management Teaching Review,2379-2981,2379-2981,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Clinical Trials,1740-7745,1740-7753,Pharmacology & Toxicology,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Community College Review,0091-5521,1940-2325,Education,Education,SAGE,Hybrid,,,,,
Journal of European Social Policy,0958-9287,1461-7269,"Psychology, Psychiatry & Counseling",Social Work & Social Policy,SAGE,Hybrid,,,,,
Perfusion,0267-6591,1477-111X,Cardiology & Cardiovascular Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Child Neurology,0883-0738,1708-8283,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Margin: The Journal of Applied Economic Research,0025-2921,0973-8029,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
The Journal of Entrepreneurship,0971-3557,0973-0745,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Party Politics,1354-0688,1460-3683,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Interpretation Research,1092-5872,2692-9376,NA,Education,SAGE,Hybrid,,,,,
Educational Administration Quarterly,0013-161X,1552-3519,Education,Education,SAGE,Hybrid,,,,,
Toxicology and Industrial Health,0748-2337,1477-0393,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Surgical Innovation,1553-3506,1553-3514,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Angiology,0003-3197,1940-1574,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Christian Education Journal,0739-8913,2378-525X,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Communication Inquiry,0196-8599,1552-4612,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
European Journal of International Relations,1354-0661,1460-3713,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Institutionalised Children Explorations and Beyond,2349-3003,2349-3011,NA,Social Work & Social Policy,SAGE,Hybrid,,,,,
International Journal of Discrimination and the Law,1358-2291,2047-9468,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Child Maltreatment,1077-5595,1552-6119,Criminology & Criminal Justice,Social Work & Social Policy,SAGE,Hybrid,,,,,
Biblical Theology Bulletin,0146-1079,1945-7596,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
International Journal of Offender Therapy and Comparative Criminology,0306-624X,1552-6933,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Race and Justice,2153-3687,2153-3687,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
AlterNative: An International Journal of Indigenous Peoples,1177-1801,1174-1740,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The Journal of Environment & Development,1070-4965,1552-5465,Political Science & International Relations,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
International Journal of Music Education,0255-7614,1744-795X,Arts & Humanities,Education,SAGE,Hybrid,,,,,
Qualitative Inquiry,1077-8004,1552-7565,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Psychology of Women Quarterly,0361-6843,1471-6402,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Competition & Change,1024-5294,1477-2221,Business & Management,Business & Management,SAGE,Hybrid,,,,,
News Research Journal,3049-7841,3049-785X,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Progress in Environmental Geography,2753-9687,2753-9687,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Biomaterials Applications,0885-3282,1530-8022,Materials Science & Engineering,Biology & Life Sciences,SAGE,Hybrid,,,,,
Journal of Elastomers & Plastics,0095-2443,1530-8006,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
European Journal of Ophthalmology,1120-6721,1724-6016,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Media Watch,0976-0911,2249-8818,NA,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
HIP International,1120-7000,1724-6067,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Families in Society,1044-3894,1945-1350,Sociology,Social Work & Social Policy,SAGE,Hybrid,,,,,
Local Economy,0269-0942,1470-9325,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
International Journal of Stroke,1747-4930,1747-4949,Neurology,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
South Asian Journal of Macroeconomics and Public Finance,2277-9787,2321-0273,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Qualitative Health Research,1049-7323,1552-7557,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Vocational Rehabilitation,1052-2263,1878-6316,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Journal of International Marketing,1069-031X,1547-7215,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Nursing & Midwifery Research Journal,0974-150X,2752-8367,NA,Health & Nursing,SAGE,Hybrid,,,,,
The American Journal of Sports Medicine,0363-5465,1552-3365,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Journal of International Political Theory,1755-0882,1755-1722,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Canadian Journal of Nursing Research,0844-5621,1705-7051,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Maastricht Journal of European and Comparative Law,1023-263X,2399-5548,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Organization & Environment,1086-0266,1552-7417,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Management Education,1052-5629,1552-6658,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Urban Education,0042-0859,1552-8340,Education,Education,SAGE,Hybrid,,,,,
Journal of Social Work,1468-0173,1741-296X,Social Work & Social Policy,Social Work & Social Policy,SAGE,Hybrid,,,,,
Food Science and Technology International,1082-0132,1532-1738,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Technology and Health Care,0928-7329,1878-7401,Life & Biomedical Sciences,Biology & Life Sciences,SAGE,Hybrid,,,,,
Qualitative Research,1468-7941,1741-3109,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Polymers from Renewable Resources,2041-2479,2045-1377,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Index on Censorship,0306-4220,1746-6067,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Transportation Research Record,0361-1981,2169-4052,Economics & Development Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Assessment,1073-1911,1552-3489,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Latin American Perspectives,0094-582X,1552-678X,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Theory & Psychology,0959-3543,1461-7447,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Human Resource Development Review,1534-4843,1552-6712,Business & Management,Business & Management,SAGE,Hybrid,,,,,
War in History,0968-3445,1477-0385,History,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Hospitality & Tourism Cases,2164-9987,2164-9987,NA,Business & Management,SAGE,Hybrid,,,,,
Inclusive Practices,2732-4745,2732-4745,NA,Education,SAGE,Hybrid,,,,,
International Journal of Social Psychiatry,0020-7640,1741-2854,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Review of General Psychology,1089-2680,1939-1552,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Prajnan,0970-8448,-,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Applied Ontology,1570-5838,1875-8533,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Phi Delta Kappan,0031-7217,1940-6487,Education,Education,SAGE,Hybrid,,,,,
Tourist Studies,1468-7976,1741-3206,Vocational & Professional Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Discourse & Communication,1750-4813,1750-4821,Arts & Humanities,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
History and Sociology of South Asia,2230-8075,2249-5312,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Technical Writing and Communication,0047-2816,1541-3780,Education,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
ADCES in Practice,2633-559X,2633-5603,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Australasian Psychiatry,1039-8562,1440-1665,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
"Media, War & Conflict",1750-6352,1750-6360,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Homicide Studies,1088-7679,1552-6720,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Mathematics and Mechanics of Solids,1081-2865,1741-3028,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Affilia,0886-1099,1552-3020,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Management Learning,1350-5076,1461-7307,Business & Management,Business & Management,SAGE,Hybrid,,,,,
China Information,0920-203X,1741-590X,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Dialogues in AI & Society,-,-,NULL,NULL,SAGE,Hybrid,,,,,
Journal of Palliative Care,0825-8597,2369-5293,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Common Law World Review,1473-7795,1740-5556,Vocational & Professional Studies,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Cellular Polymers,0262-4893,1478-2421,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Gender Equity: An Interdisciplinary Journal,2977-7623,2977-7623,Education,Education,SAGE,Hybrid,,,,,
Forum Italicum,0014-5858,2168-989X,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Family Nursing,1074-8407,1552-549X,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
International Journal of Cross Cultural Management,1470-5958,1741-2838,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Ultrasonic Imaging,0161-7346,1096-0910,Other Health Specialties,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Cellular Biotechnology,2352-3689,2352-3697,Life & Biomedical Sciences,Life & Biomedical Sciences,SAGE,Hybrid,,,,,
Chronic Illness,1742-3953,1745-9206,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
New Horizons in Adult Education and Human Resource Development,1939-4225,1939-4225,NA,Education,SAGE,Hybrid,,,,,
Discourse Studies,1461-4456,1461-7080,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Spiritual Formation and Soul Care,1939-7909,2328-1030,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Recherche et Applications en Marketing (English Edition),2051-5707,2051-5707,Business & Management,Business & Management,SAGE,Hybrid,,,,,
"SEDME (Small Enterprises Development, Management & Extension Journal)",0970-8464,2456-1223,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Theology Today,0040-5736,2044-2556,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Social Psychology Quarterly,0190-2725,1939-8999,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
German Journal of Human Resource Management,2397-0022,2397-0030,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Veterinary Pathology,0300-9858,1544-2217,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique,0759-1063,2070-2779,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Integrated Computer-Aided Engineering,1069-2509,1875-8835,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
FACE,2732-5016,2732-5016,NA,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Society and Culture in South Asia,2393-8617,2394-9872,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Black Psychology,0095-7984,1552-4558,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Social Science Information,0539-0184,1461-7412,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
